date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:01:37	117/117	---MC-	200	added ('OK')	text/plain	date:Fri,%2001%20Mar%202019%2002:01:38%20GMT	http://tongdai-fpt.com/robots.txt		(from )
09:01:38	21936/21936	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:38%20GMT	http://tongdai-fpt.com/	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/index.html	(from )
09:01:44	243083/243083	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2005:08:15%20GMT	http://tongdai-fpt.com/catalog/view/theme/fptconnect/stylesheet/stylesheet.min.css?v=1.0	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/catalog/view/theme/fptconnect/stylesheet/stylesheet.minc619.css	(from http://tongdai-fpt.com/)
09:01:47	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2004:35:51%20GMT	http://tongdai-fpt.com/catalog/view/theme/fptconnect/stylesheet_custom/stylesheet.css?v=1.0	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/catalog/view/theme/fptconnect/stylesheet_custom/stylesheet.4c619.delayed	(from http://tongdai-fpt.com/)
09:01:49	8745/8745	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/logo/logo-dark.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/logo/logo-dark.png	(from http://tongdai-fpt.com/)
09:01:49	28654/28654	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:49%20GMT	http://tongdai-fpt.com/chung-toi-la	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/chung-toi-la.html	(from http://tongdai-fpt.com/)
09:01:50	21805/21805	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:50%20GMT	http://tongdai-fpt.com/khuyen-mai	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/khuyen-mai.html	(from http://tongdai-fpt.com/)
09:01:50	20110/20110	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:51%20GMT	http://tongdai-fpt.com/cap-quang-fpt	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/cap-quang-fpt.html	(from http://tongdai-fpt.com/)
09:01:51	14186/14186	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:51%20GMT	http://tongdai-fpt.com/dich-vu-truyen-hinh-fpt	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/dich-vu-truyen-hinh-fpt.html	(from http://tongdai-fpt.com/)
09:01:52	37180/37180	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/logo/cropped-logo-fpt.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/logo/cropped-logo-fpt.png	(from http://tongdai-fpt.com/)
